System,space_group,space_group_index,magnetic,energy_P4mm,energy_cubic,d_E_cubic_p4mm,energy_fix_P4mmm,d_E_cubic_p4mmm,d_E_p4mm_P4mmm,gap,volume,density,a,b,c,polarization,d33,d31,d33_d31,c_a_ratio,amplitude,c33,c33_c11,eps11,eps33,P_A,P_B,P_O,BEC_1zz,BEC_2zz,BEC_3zz,BEC_4zz,BEC_5zz,c11,c44,c66,c12,c13,s11,s33,s33_s11_,s44,s66,s12,s13,d15,e33,e31,e15,e33_e31,ele_1,ele_2,ele_3,ele_1_Num,ele_1_Mas,ele_1_Rad,ele_1_Rion,ele_1_IE,ele_1_EA,ele_1_Vac,ele_1_NVE,ele_1_DP,ele_1_Rc,ele_1_BD,ele_1_XAR,ele_1_ENp,ele_1_ENg,ele_2_Num,ele_2_Mas,ele_2_Rad,ele_2_Rion,ele_2_IE,ele_2_EA,ele_2_Vac,ele_2_NVE,ele_2_DP,ele_2_Rc,ele_2_BD,ele_2_XAR,ele_2_ENp,ele_2_ENg,t,E_max,dir_E_max,E_min,dir_E_min,E_mae,d33_max,dir_d33_max,d33_min,dir_d33_min,d33_mae,,,,,,,,,,,,,,,,,,,,
SmLuO3,P 4 m m,99,no,-42.59323004,-40.94290993,-1.65032011,-37.35551513,3.5873948,5.23771491,2.628,76.43581285,4.884,3.809771092,3.809771092,5.266221529,124.1165405,10.94044034,-1.70724914,-6.40822718,1.382293424,1.483323577,129.31023,0.66789735,10.415335,7.662537,-26.26090831,2.586576506,-100.4422087,2.93317,3.30602,1.74961,1.74961,2.73998,193.60794,26.69362,60.52875,47.76418,74.86923,6.660907318,12.06795364,1.811758228,37.46213515,16.5210747,-0.195745308,-3.743259149,22.15021175,1.15907,0.40702,0.59127,2.847697902,Sm,Lu,O,62,150.36,185,109.8,5.63,16,3,8,192,1.98,7.52,1.07,1.17,0.185468,71,174.967,175,100.1,5.426,33,3,17,137,1.87,9.84,1.14,1.27,0.22565,0.737442632,150.035,(1.00 0.00 0.02),77.672,(0.36 -0.36 0.86),1.932,-11.54,(-0.00 0.54 -0.84),0.324,(1.00 0.00 0.02),-35.617,,,,,,,,,,,,,,,,,,,,
LaYO3,P 4 m m,99,no,-44.65522032,-43.08759539,-1.56762493,-39.83853195,3.24906344,4.81668837,2.89,83.25811291,3.313,3.91936942,3.91936942,5.419936063,125.0136388,12.92502797,-0.965775103,-13.38306188,1.382859201,1.518649224,105.74883,0.627021604,12.620416,8.826256,-24.88184824,1.63024402,-101.7620346,3.08837,3.61711,1.88927,1.88927,2.92695,168.65261,24.63092,51.19867,37.58095,62.28499,7.577979189,14.67842221,1.936983706,40.59937672,19.53175737,-0.051435133,-4.433058231,23.1903734,1.2465,0.60586,0.5712,2.057406001,La,Y,O,57,138.906,195,117.2,5.577,45,3,3,215,2.07,6.15,1.08,1.1,0.163142,39,88.906,180,104,6.38,30,3,3,162,1.9,4.47,1.11,1.22,0.1216986,0.747688562,131.889,(1.00 0.00 0.02),67.357,(0.26 0.26 0.93),1.958,13.224,(0.46 0.00 0.89),0.353,(-0.01 1.00 0.02),37.462,,,,,,,,,,,,,,,,,,,,
LuScO3,P 4 m m,99,no,-44.10452306,-42.0902299,-2.01429316,-39.00957211,3.08065779,5.09495095,2.64,67.40083511,3.975,3.652444864,3.652444864,5.052402485,147.568949,9.617749321,1.647269747,5.838600108,1.383293293,1.473616868,152.21337,0.744457956,10.128297,8.623455,-33.90358412,2.866798295,-116.5321632,3.01525,3.47183,1.76803,1.76803,2.95103,204.46201,24.32816,75.79405,51.37453,70.11601,5.880626934,8.788845346,1.494542239,41.10462937,13.19364779,-0.651585889,-2.408720694,35.18946466,1.69495,1.09579,0.85609,1.546783599,Lu,Sc,O,71,174.967,175,100.1,5.426,33,3,17,137,1.87,9.84,1.14,1.27,0.22565,21,44.956,160,88.5,6.54,18,3,3,97,1.7,2.99,1.2,1.36,0.1193833,0.745346588,169.872,(1.00 0.00 0.02),77.879,(0.47 0.47 0.75),2.181,16.492,(-0.01 0.73 0.68),0.584,(1.00 0.00 0.02),28.24,,,,,,,,,,,,,,,,,,,,
LaDyO3,P 4 m m,99,no,-42.82324429,-41.1669456,-1.65629869,-37.64398459,3.52296101,5.1792597,2.829,83.30322209,4.194,3.914219523,3.914219523,5.437151599,123.7910463,9.361326304,0.319918548,29.26159288,1.389076818,1.523229121,109.4553,0.644572456,12.515873,8.566033,-24.71950944,1.488853644,-100.5603905,3.07705,3.54955,1.85396,1.85396,2.91867,169.8107,24.07235,51.18188,38.51992,64.45894,7.584489245,14.37458763,1.895261126,41.54143654,19.53816468,-0.032191835,-4.447597198,28.68649859,1.06589,0.67007,0.69055,1.590714403,La,Dy,O,57,138.906,195,117.2,5.577,45,3,3,215,2.07,6.15,1.08,1.1,0.163142,66,162.5,175,105.2,5.93,34,3,12,163,1.92,8.55,1.1,1.22,0.20333,0.743807825,131.772,(1.00 0.00 0.02),67.709,(0.32 0.33 0.89),1.946,13.566,(0.71 0.00 0.70),0.46,(-0.01 1.00 0.02),29.491,,,,,,,,,,,,,,,,,,,,
SbYO3,P 4 m m,99,no,-37.79401113,-34.89302719,-2.90098394,-31.83213357,3.06089362,5.96187756,0.135,76.83014349,3.367,3.806647416,3.806647416,5.302080758,146.9102334,7.349594581,-0.692600822,-10.61158802,1.392847873,1.585740626,115.8134,0.714233999,15.790177,10.880601,-22.27600122,-5.135093241,-119.499139,2.36763,4.90023,1.99993,1.99993,3.268,162.1505,1.26477,55.8483,38.79448,51.64702,7.281593983,11.2026375,1.538486975,790.6575899,17.90564798,-0.825022946,-2.879309765,163.5357369,0.77964,0.24041,0.20684,3.242959943,Sb,Y,O,51,121.76,145,90,8.641,101,5,5,43,1.39,6.68,1.82,2.05,0.1918774,39,88.906,180,104,6.38,30,3,3,162,1.9,4.47,1.11,1.22,0.1216986,0.664065499,133.771,(1.00 0.00 0.02),4.978,(0.50 0.51 0.70),26.872,64.112,(-0.01 0.81 0.58),2.583,(1.00 0.00 0.02),24.821,,,,,,,,,,,,,,,,,,,,
GdInO3,P 4 m m,99,no,-35.49777458,-33.67923435,-1.81854023,-31.01783121,2.66140314,4.47994337,1.543,74.0280538,4.324,3.757426757,3.757426757,5.243427705,136.2503895,8.771101278,0.020170064,434.857379,1.395483677,1.503590088,148.20382,0.831222259,10.442215,8.33745,-27.12799469,-1.016931569,-108.1054632,3.02525,3.24252,1.95095,1.95095,2.36587,178.29626,22.89812,50.49523,71.83601,58.9806,7.157372228,8.306417292,1.160540074,43.67170755,19.80385078,-2.235805038,-1.958633629,25.57378223,1.30229,0.52237,0.58559,2.493041331,Gd,In,O,64,157.25,180,107.8,6.14,13,3,10,158,1.96,7.9,1.11,1.2,0.1944,49,114.818,155,94,5.786,29,3,3,65,1.42,7.31,1.49,1.78,0.16423,0.751461661,139.591,(1.00 0.00 0.02),72.068,(0.49 0.49 0.72),1.937,12.147,(0.71 0.00 0.70),0.406,(-0.01 1.00 0.02),29.919,,,,,,,,,,,,,,,,,,,,
GdLuO3,P 4 m m,99,no,-42.59271484,-40.60903042,-1.98368442,-36.70869638,3.90033404,5.88401846,2.475,75.35660123,5.046,3.777290949,3.777290949,5.281538213,128.574529,9.274703294,-0.88361661,-10.49629805,1.398234418,1.517344525,140.06846,0.721090823,10.169491,7.543237,-28.02292602,2.100375724,-102.6519787,2.89044,3.29847,1.73578,1.73578,2.71734,194.24524,22.63401,61.9052,47.24092,73.89144,6.458895726,10.54308112,1.632334933,44.18130062,16.15373184,-0.343625451,-3.226037658,26.2070684,1.16851,0.47194,0.59317,2.475971522,Gd,Lu,O,64,157.25,180,107.8,6.14,13,3,10,158,1.96,7.9,1.11,1.2,0.1944,71,174.967,175,100.1,5.426,33,3,17,137,1.87,9.84,1.14,1.27,0.22565,0.731187817,154.676,(1.00 0.00 0.02),71.48,(0.45 -0.46 -0.77),2.164,12.244,(0.69 0.00 0.72),0.402,(-0.01 1.00 0.02),30.458,,,,,,,,,,,,,,,,,,,,
SmTmO3,P 4 m m,99,no,-42.4266193,-40.49287608,-1.93374322,-36.64568494,3.84719114,5.78093436,2.494,78.05417344,4.706,3.820754449,3.820754449,5.346848444,126.8725382,8.337984019,-0.164342582,-50.73538407,1.39942216,1.526979884,128.43211,0.704696517,10.462363,7.790617,-26.99983013,1.809688215,-101.6823962,2.93915,3.36651,1.76342,1.76342,2.77881,182.25166,22.81325,55.72664,40.47336,68.43899,6.864742077,11.57779718,1.686559677,43.83417531,17.94473882,-0.18852348,-3.5576279,28.39155714,1.04837,0.53404,0.6477,1.963092652,Sm,Tm,O,62,150.36,185,109.8,5.63,16,3,8,192,1.98,7.52,1.07,1.17,0.185468,69,168.934,175,102,6.18,99,3,15,144,1.9,9.321,1.11,1.25,0.2167244,0.731297276,145.549,(1.00 0.00 0.02),70.264,(0.44 0.44 0.79),2.071,-12.94,(0.73 0.00 -0.68),0.448,(-0.01 1.00 0.02),-28.884,,,,,,,,,,,,,,,,,,,,
TbInO3,P 4 m m,99,no,-35.46946407,-33.5106582,-1.95880587,-30.78537184,2.72528636,4.68409223,1.487,73.64794064,4.369,3.746033976,3.746033976,5.248282254,138.2724656,8.316120218,0.189388532,43.91036844,1.401023666,1.518720025,151.97597,0.856984121,10.331839,8.262345,-28.02158912,-1.222309146,-109.0285674,3.00845,3.23168,1.94491,1.94491,2.3503,177.33814,21.6467,50.93161,71.15842,57.8957,7.155354895,8.000100036,1.118057756,46.19641793,19.63417218,-2.262639426,-1.863894581,26.58242877,1.28578,0.52853,0.57542,2.432747432,Tb,In,O,65,158.925,175,106.3,5.85,112,3.5,11,170,1.94,8.23,1.1,1.21,0.198863,49,114.818,155,94,5.786,29,3,3,65,1.42,7.31,1.49,1.78,0.16423,0.746640478,139.617,(1.00 0.00 0.02),69.176,(0.49 0.49 0.72),2.018,12.409,(0.71 0.00 0.70),0.425,(-0.01 1.00 0.02),29.198,,,,,,,,,,,,,,,,,,,,
TbLuO3,P 4 m m,99,no,-42.55796958,-40.43680183,-2.12116775,-36.41904579,4.01775604,6.13892379,2.402,74.92343555,5.097,3.765102974,3.765102974,5.285230911,130.3487905,8.531904422,-0.659772872,-12.9315781,1.403741398,1.530631588,144.64257,0.741856596,10.080022,7.493717,-28.79595529,1.942030257,-103.4948654,2.87745,3.29072,1.73048,1.73048,2.70722,194.97376,20.982,62.46019,46.65775,73.67428,6.372760443,10.02853255,1.573655975,47.65989896,16.01019786,-0.369600008,-3.057734129,27.93340022,1.13686,0.46916,0.5861,2.423181857,Tb,Lu,O,65,158.925,175,106.3,5.85,112,3.5,11,170,1.94,8.23,1.1,1.21,0.198863,71,174.967,175,100.1,5.426,33,3,17,137,1.87,9.84,1.14,1.27,0.22565,0.726496706,156.74,(1.00 0.00 0.02),67.858,(0.47 0.47 0.75),2.31,12.663,(-0.01 0.71 0.70),0.433,(1.00 0.00 0.02),29.245,,,,,,,,,,,,,,,,,,,,
YLuO3,P 4 m m,99,no,-44.32357126,-41.45132038,-2.87225088,-38.17841916,3.27290122,6.1451521,2.428,74.89226272,4.164,3.76395846,3.76395846,5.286245257,131.9954169,8.493825562,-0.592659267,-14.33171813,1.404437725,1.544592313,144.7933,0.752357305,10.098091,7.513315,-30.11654865,2.083868458,-103.9627367,2.89982,3.25573,1.7248,1.7248,2.70595,192.45284,19.17658,61.96424,42.70876,72.11482,6.400363746,9.943942202,1.553652667,52.14694174,16.13834044,-0.277696582,-3.04941624,34.69938274,1.14437,0.47316,0.66542,2.418568772,Y,Lu,O,39,88.906,180,104,6.38,30,3,3,162,1.9,4.47,1.11,1.22,0.1216986,71,174.967,175,100.1,5.426,33,3,17,137,1.87,9.84,1.14,1.27,0.22565,0.719303669,156.037,(1.00 0.00 0.02),63.129,(0.47 0.47 0.75),2.472,15.142,(0.76 0.00 0.65),0.541,(-0.01 1.00 0.02),27.989,,,,,,,,,,,,,,,,,,,,
DyInO3,P 4 m m,99,no,-35.43360224,-33.34135348,-2.09224876,-30.55411449,2.78723899,4.87948775,1.431,73.2895601,4.439,3.735340093,3.735340093,5.252690551,140.1567108,7.847079197,0.322167675,24.35712766,1.406214808,1.532914356,155.50558,0.880958757,10.234436,8.191075,-28.85908644,-1.413400333,-109.884224,2.99253,3.22068,1.93909,1.93909,2.33503,176.51857,20.63966,51.48364,70.4277,56.46966,7.140903873,7.711316863,1.079879662,48.45041052,19.42364604,-2.284977921,-1.76336108,27.20734121,1.25665,0.52268,0.56155,2.404243514,Dy,In,O,66,162.5,175,105.2,5.93,34,3,12,163,1.92,8.55,1.1,1.22,0.20333,49,114.818,155,94,5.786,29,3,3,65,1.42,7.31,1.49,1.78,0.16423,0.743104945,139.887,(1.00 0.00 0.02),66.78,(0.50 0.51 0.70),2.095,-12.531,(0.73 0.00 -0.68),0.437,(-0.01 1.00 0.02),-28.675,,,,,,,,,,,,,,,,,,,,
DyLuO3,P 4 m m,99,no,-42.51524859,-40.26410392,-2.25114467,-36.14403333,4.12007059,6.37121526,2.332,74.52271368,5.172,3.754317277,3.754317277,5.287211906,131.9417574,7.892606135,-0.520628325,-15.15977091,1.408301834,1.542599092,148.6669,0.761690401,10.008939,7.448802,-29.51518133,1.811650313,-104.2382264,2.86522,3.28322,1.72535,1.72535,2.69773,195.18022,19.38344,62.81957,45.70186,73.45863,6.316063406,9.62802311,1.524370876,51.59042977,15.91860626,-0.373868167,-2.936131186,29.57516938,1.09688,0.45437,0.57327,2.41406783,Dy,Lu,O,66,162.5,175,105.2,5.93,34,3,12,163,1.92,8.55,1.1,1.22,0.20333,71,174.967,175,100.1,5.426,33,3,17,137,1.87,9.84,1.14,1.27,0.22565,0.723056558,158.118,(1.00 0.00 0.02),63.967,(0.47 0.47 0.75),2.472,13.103,(-0.01 0.73 0.68),0.461,(1.00 0.00 0.02),28.423,,,,,,,,,,,,,,,,,,,,
SmErO3,P 4 m m,99,no,-42.32936767,-40.24246204,-2.08690563,-36.28934012,3.95312192,6.04002755,2.433,78.87317681,4.635,3.825950106,3.825950106,5.388287117,128.3081804,5.03250798,1.425970428,3.529181168,1.408352688,1.549181879,135.05599,0.748028778,10.508418,7.893434,-27.36309558,1.409626352,-102.3547112,2.9432,3.39741,1.77183,1.77183,2.79694,180.54919,20.45476,55.64604,41.38787,69.08967,6.898746294,10.86480023,1.574894882,48.8883761,17.97073071,-0.287158525,-3.38224478,37.38431069,0.87671,0.66417,0.76468,1.320008432,Sm,Er,O,62,150.36,185,109.8,5.63,16,3,8,192,1.98,7.52,1.07,1.17,0.185468,68,167.259,175,103,6.1,30,3,14,150,1.89,9.07,1.11,1.24,0.212261,0.728103838,144.804,(1.00 0.00 0.02),65.382,(0.47 0.47 0.75),2.215,16.004,(0.78 0.00 0.63),0.616,(-0.01 1.00 0.02),25.981,,,,,,,,,,,,,,,,,,,,
HoInO3,P 4 m m,99,no,-35.39639553,-33.17399843,-2.2223971,-30.32839124,2.84560719,5.06800429,1.376,72.95353455,4.493,3.725360249,3.725360249,5.256658764,141.851094,7.19685251,0.223588391,32.18795253,1.411047097,1.54617741,159.45761,0.906498039,10.14108,8.121712,-29.60763898,-1.5929361,-110.6505189,2.97484,3.21161,1.93309,1.93309,2.32028,175.90508,19.28326,52.07671,70.3136,56.03399,7.152586216,7.465283416,1.043718061,51.85845132,19.20244194,-2.317874847,-1.698935338,27.00160242,1.17265,0.45832,0.52068,2.558583522,Ho,In,O,67,164.93,175,104.1,6.02,33,3,13,156,1.92,8.8,1.1,1.23,0.207795,49,114.818,155,94,5.786,29,3,3,65,1.42,7.31,1.49,1.78,0.16423,0.739569411,139.642,(1.00 0.00 0.02),63.364,(0.50 0.51 0.70),2.204,12.217,(-0.01 0.73 0.68),0.432,(1.00 0.00 0.02),28.28,,,,,,,,,,,,,,,,,,,,
HoLuO3,P 4 m m,99,no,-42.47056895,-40.09368247,-2.37688648,-35.86874363,4.22493884,6.60182532,2.263,74.1606169,5.23,3.743829288,3.743829288,5.291042608,133.511406,7.13683591,-0.507084158,-14.07426322,1.413270264,1.554642625,153.23308,0.784745505,9.943294,7.40785,-30.19681009,1.673842,-104.9884379,2.85269,3.27776,1.72039,1.72039,2.68966,195.26468,17.79056,63.3235,44.88656,73.33038,6.26671535,9.220830978,1.471397768,56.20958531,15.79192559,-0.38318824,-2.815588375,30.21403269,1.01923,0.40157,0.53753,2.538112907,Ho,Lu,O,67,164.93,175,104.1,6.02,33,3,13,156,1.92,8.8,1.1,1.23,0.207795,71,174.967,175,100.1,5.426,33,3,17,137,1.87,9.84,1.14,1.27,0.22565,0.71961641,159.33,(1.00 0.00 0.02),59.851,(0.49 0.49 0.72),2.662,13.116,(-0.01 0.76 0.65),0.471,(1.00 0.00 0.02),27.847,,,,,,,,,,,,,,,,,,,,
GdTmO3,P 4 m m,99,no,-42.4224104,-40.14531034,-2.27710006,-35.99797666,4.14733368,6.42443374,2.347,76.90965661,4.865,3.788868983,3.788868983,5.357494039,131.1981836,7.083308909,0.492255259,14.38950376,1.414008788,1.558759285,139.22607,0.753342127,10.25268,7.689562,-28.68164202,1.34981952,-103.8663611,2.89964,3.36124,1.75116,1.75116,2.75856,184.81121,18.98287,56.57541,40.1777,67.52466,6.592006819,10.13227946,1.537055367,52.67907329,17.67552369,-0.322020227,-3.04094422,34.12480963,1.05266,0.58905,0.64778,1.78704694,Gd,Tm,O,64,157.25,180,107.8,6.14,13,3,10,158,1.96,7.9,1.11,1.2,0.1944,69,168.934,175,102,6.18,99,3,15,144,1.9,9.321,1.11,1.25,0.2167244,0.725094585,151.506,(1.00 0.00 0.02),62.016,(0.47 -0.47 0.75),2.443,14.937,(0.76 0.00 0.65),0.549,(-0.01 1.00 0.02),27.208,,,,,,,,,,,,,,,,,,,,
ErInO3,P 4 m m,99,no,-35.35639111,-33.01169288,-2.34469823,-30.11265357,2.89903931,5.24373754,1.319,72.63065143,4.545,3.716182134,3.716182134,5.259275936,143.3120993,6.663085587,0.1173413,56.78380553,1.415236322,1.557261879,162.76974,0.927502754,10.077481,8.075858,-30.24143643,-1.747560088,-111.3231028,2.95968,3.20293,1.92811,1.92811,2.30638,175.49246,18.87312,51.9255,69.86669,55.48469,7.142959328,7.263456515,1.016869365,52.98540994,19.25836054,-2.324427276,-1.642533539,25.16907608,1.09757,0.39849,0.47502,2.754322568,Er,In,O,68,167.259,175,103,6.1,30,3,14,150,1.89,9.07,1.11,1.24,0.212261,49,114.818,155,94,5.786,29,3,3,65,1.42,7.31,1.49,1.78,0.16423,0.736033877,139.824,(1.00 0.00 0.02),62.327,(0.50 0.51 0.70),2.243,11.34,(-0.01 0.73 0.68),0.401,(1.00 0.00 0.02),28.279,,,,,,,,,,,,,,,,,,,,
ErLuO3,P 4 m m,99,no,-42.42249411,-39.9280151,-2.49447901,-35.615814,4.3122011,6.80668011,2.195,73.79650841,5.288,3.734452971,3.734452971,5.291536851,134.761146,6.67992988,-0.522890299,-12.77501208,1.416950994,1.563749665,154.73705,0.793221746,9.898438,7.386222,-30.74429339,1.564744956,-105.5815976,2.84191,3.27128,1.71657,1.71657,2.68005,195.07414,16.54689,63.63428,44.05937,71.96791,6.214716469,8.975117383,1.444171657,60.43431726,15.71480026,-0.407152372,-2.701087104,30.11407451,0.95837,0.3557,0.4983,2.694321057,Er,Lu,O,68,167.259,175,103,6.1,30,3,14,150,1.89,9.07,1.11,1.24,0.212261,71,174.967,175,100.1,5.426,33,3,17,137,1.87,9.84,1.14,1.27,0.22565,0.716176262,160.631,(1.00 0.00 0.02),56.374,(0.49 0.49 0.72),2.849,12.944,(-0.01 0.76 0.65),0.469,(1.00 0.00 0.02),27.599,,,,,,,,,,,,,,,,,,,,
SmHoO3,P 4 m m,99,no,-42.25336958,-40.01209608,-2.2412735,-35.94331847,4.06877761,6.31005111,2.372,79.66224992,4.56,3.830765736,3.830765736,5.428519218,129.7425429,5.067943892,1.47354058,3.439297133,1.417084623,1.570532299,136.19689,0.770952179,10.538119,7.984238,-27.71998664,1.027681561,-103.0502378,2.95019,3.42853,1.78077,1.78077,2.81719,176.66062,18.62637,54.101,38.98773,66.90749,6.967109662,10.56198353,1.515977793,53.68732609,18.48394669,-0.2964845,-3.276982215,38.83515995,0.88742,0.65685,0.72336,1.351023826,Sm,Ho,O,62,150.36,185,109.8,5.63,16,3,8,192,1.98,7.52,1.07,1.17,0.185468,67,164.93,175,104.1,6.02,33,3,13,156,1.92,8.8,1.1,1.23,0.207795,0.724623116,143.36,(1.00 0.00 0.02),60.719,(0.47 0.47 0.75),2.361,-16.584,(0.80 0.00 -0.61),0.639,(-0.01 1.00 0.02),-25.953,,,,,,,,,,,,,,,,,,,,
TbTmO3,P 4 m m,99,no,-42.38629939,-39.96839341,-2.41790598,-35.70920639,4.25918702,6.677093,2.278,76.46582787,4.915,3.776961865,3.776961865,5.360214818,132.9578966,6.618481812,0.616693626,10.73220403,1.419186905,1.571635398,142.97309,0.766385731,10.167045,7.646594,-29.44156433,1.199281044,-104.7156134,2.88776,3.35445,1.74633,1.74633,2.74956,186.555,16.39597,60.91572,40.40787,68.18232,6.508924755,9.80319636,1.506116099,60.99059708,16.41612379,-0.333494935,-2.944995678,39.1082101,1.03036,0.59123,0.64121,1.742739712,Tb,Tm,O,65,158.925,175,106.3,5.85,112,3.5,11,170,1.94,8.23,1.1,1.21,0.198863,69,168.934,175,102,6.18,99,3,15,144,1.9,9.321,1.11,1.25,0.2167244,0.720442567,153.386,(1.00 0.00 0.02),55.357,(0.49 0.49 0.72),2.771,16.749,(0.78 0.00 0.63),0.63,(-0.01 1.00 0.02),26.586,,,,,,,,,,,,,,,,,,,,
YTmO3,P 4 m m,99,no,-44.15255043,-41.70715146,-2.44539897,-37.48140543,4.22574603,6.671145,2.303,76.42102687,4.002,3.775954979,3.775954979,5.359931679,133.7562524,6.255505172,0.674578413,9.273206862,1.419490356,1.584996597,146.9585,0.795037758,10.16917,7.645278,-30.37970908,1.35589821,-104.7324415,2.87729,3.32967,1.7323,1.7323,2.74237,184.84468,14.05361,58.96318,38.53046,66.87165,6.493905887,9.352798724,1.440242419,71.15609441,16.95973657,-0.340699799,-2.799940418,50.45718149,1.00952,0.569,0.7091,1.774200351,Y,Tm,O,39,88.906,180,104,6.38,30,3,3,162,1.9,4.47,1.11,1.22,0.1216986,69,168.934,175,102,6.18,99,3,15,144,1.9,9.321,1.11,1.25,0.2167244,0.713309472,153.677,(1.00 0.00 0.02),48.597,(0.49 -0.49 0.72),3.162,-20.998,(0.80 0.00 -0.61),0.811,(-0.01 1.00 0.02),-25.891,,,,,,,,,,,,,,,,,,,,
TmInO3,P 4 m m,99,no,-35.33399965,-32.84973415,-2.4842655,-29.89371741,2.95601674,5.44028224,1.266,72.28641401,4.589,3.706456425,3.706456425,5.261855086,144.8907166,7.631670144,0.980543881,7.783099042,1.419645743,1.569791715,164.58483,0.936261987,9.998031,8.014902,-30.93021308,-1.922122159,-112.0383813,2.94036,3.19521,1.9218,1.9218,2.29198,175.78929,17.94196,52.51527,68.80219,54.42024,7.070355797,7.124109017,1.007602619,55.73527084,19.04208052,-2.276565467,-1.585074519,33.44365103,1.36278,0.65515,0.60005,2.080103793,Tm,In,O,69,168.934,175,102,6.18,99,3,15,144,1.9,9.321,1.11,1.25,0.2167244,49,114.818,155,94,5.786,29,3,3,65,1.42,7.31,1.49,1.78,0.16423,0.732819755,141.242,(1.00 0.00 0.02),59.846,(0.50 0.51 0.70),2.36,15.019,(-0.01 0.76 0.65),0.546,(1.00 0.00 0.02),27.507,,,,,,,,,,,,,,,,,,,,
SmYO3,P 4 m m,99,no,-43.99941374,-41.69946218,-2.29995156,-37.85314207,3.84632011,6.14627167,2.364,80.52818598,3.567,3.840519134,3.840519134,5.459690824,132.5404002,7.63805031,0.457109032,16.70947142,1.421602298,1.591484277,133.0504,0.77473382,10.614449,8.286185,-28.16873268,0.68631084,-105.0579783,2.94935,3.53996,1.82029,1.82029,2.84874,171.73692,17.61431,52.62523,37.97773,62.75784,7.060081168,10.47236709,1.483321061,56.77202229,19.00229225,-0.41604066,-3.133892353,30.90729175,1.07362,0.57521,0.54441,1.866483545,Sm,Y,O,62,150.36,185,109.8,5.63,16,3,8,192,1.98,7.52,1.07,1.17,0.185468,39,88.906,180,104,6.38,30,3,3,162,1.9,4.47,1.11,1.22,0.1216986,0.72493817,141.458,(1.00 0.00 0.02),57.799,(0.49 0.49 0.72),2.447,13.876,(0.76 0.00 0.65),0.498,(-0.01 1.00 0.02),27.863,,,,,,,,,,,,,,,,,,,,
GdErO3,P 4 m m,99,no,-42.32312646,-39.88840659,-2.43471987,-35.63853824,4.24986835,6.68458822,2.289,77.68936637,4.795,3.794269235,3.794269235,5.396414376,132.5548696,4.391987543,1.950955059,2.251198726,1.422253942,1.579766458,144.39431,0.793669423,10.314342,7.804131,-28.99857164,0.960246901,-104.5165449,2.90479,3.39306,1.76029,1.76029,2.77727,181.93256,17.10976,57.10219,39.62862,67.60586,6.673071245,9.695878082,1.452985848,58.44617341,17.51246318,-0.354141072,-2.95854254,44.65584072,0.89797,0.72918,0.76404,1.231479196,Gd,Er,O,64,157.25,180,107.8,6.14,13,3,10,158,1.96,7.9,1.11,1.2,0.1944,68,167.259,175,103,6.1,30,3,14,150,1.89,9.07,1.11,1.24,0.212261,0.721928233,149.635,(1.00 0.00 0.02),57.234,(0.49 0.49 0.72),2.614,-18.849,(0.80 0.00 -0.61),0.739,(-0.01 1.00 0.02),-25.506,,,,,,,,,,,,,,,,,,,,
DyTmO3,P 4 m m,99,no,-42.34220929,-39.79160934,-2.55059995,-35.42603037,4.36557897,6.91617892,2.21,76.04624089,4.989,3.76574828,3.76574828,5.362597213,134.6358216,6.183722657,0.742020556,8.333627159,1.424045585,1.583705634,146.40569,0.783625235,10.096226,7.608825,-30.16378621,1.05558638,-105.5276218,2.8774,3.34768,1.74207,1.74207,2.74095,186.83126,15.61179,59.17195,42.27203,67.61795,6.459195325,9.390383142,1.453800771,64.05415394,16.89989936,-0.45838441,-2.77149428,40.27756159,1.00568,0.58813,0.6288,1.709962083,Dy,Tm,O,66,162.5,175,105.2,5.93,34,3,12,163,1.92,8.55,1.1,1.22,0.20333,69,168.934,175,102,6.18,99,3,15,144,1.9,9.321,1.11,1.25,0.2167244,0.717031087,154.544,(1.00 0.00 0.02),53.164,(0.49 0.49 0.72),2.907,17.131,(0.78 0.00 0.63),0.651,(-0.01 1.00 0.02),26.315,,,,,,,,,,,,,,,,,,,,
SmDyO3,P 4 m m,99,no,-42.16817572,-39.76589106,-2.40228466,-35.6193861,4.14650496,6.54878962,2.31,80.50173126,4.483,3.836941763,3.836941763,5.468079314,131.1708182,5.22246832,1.49054777,3.503724219,1.425113972,1.592091489,135.86386,0.787483689,10.568981,8.09497,-28.06652913,0.645860474,-103.7501495,2.95746,3.4656,1.79069,1.79069,2.84168,172.52911,16.68579,52.46384,35.88302,64.40092,7.052168861,10.40982221,1.476116414,59.9312349,19.06074736,-0.266006142,-3.216713572,40.89295303,0.90153,0.64698,0.68233,1.393443383,Sm,Dy,O,62,150.36,185,109.8,5.63,16,3,8,192,1.98,7.52,1.07,1.17,0.185468,66,162.5,175,105.2,5.93,34,3,12,163,1.92,8.55,1.1,1.22,0.20333,0.721175515,141.601,(1.00 0.00 0.02),55.401,(0.49 -0.49 0.72),2.556,-17.414,(0.80 0.00 -0.61),0.672,(-0.01 1.00 0.02),-25.914,,,,,,,,,,,,,,,,,,,,
